Dataset	Genome_replicon	AMR_annotation_count
High complexity	GCF_031583995.1	4
High complexity	GCF_031584935.1	6
High complexity	GCF_031599035.1	5
High complexity	GCF_031600295.1	3
High complexity	GCF_031611235.1	44
High complexity	GCF_031611515.1	46
High complexity	GCF_031626215.1	8
High complexity	GCF_031626455.1	15
High complexity	GCF_031629295.1	8
High complexity	GCF_031629435.1	11
High complexity	GCF_031630195.1	8
High complexity	GCF_031630315.1	28
High complexity	GCF_031630755.1	1
High complexity	GCF_031659155.1	5
High complexity	GCF_031670015.1	9
High complexity	GCF_031757035.1	8
High complexity	GCF_031759225.1	5
High complexity	GCF_031771805.1	3
High complexity	GCF_031800275.1	37
High complexity	GCF_031801495.1	4
High complexity	GCF_031801515.1	11
High complexity	GCF_031823315.1	8
High complexity	GCF_031834365.1	2
High complexity	GCF_031844185.1	10
High complexity	GCF_031844445.1	2
High complexity	GCF_031844645.1	35
High complexity	GCF_031845765.1	4
High complexity	GCF_031846145.1	35
High complexity	GCF_031851355.1	5
High complexity	GCF_031851455.1	37
High complexity	GCF_031852375.1	2
High complexity	GCF_031854185.1	7
High complexity	GCF_031854345.1	50
High complexity	GCF_031854405.1	8
High complexity	GCF_031872955.1	15
High complexity	GCF_031875345.1	37
High complexity	GCF_031884335.1	9
High complexity	GCF_031884435.1	3
High complexity	GCF_031920025.1	1
High complexity	GCF_031920185.1	8
High complexity	GCF_031921665.1	27
High complexity	GCF_031932125.1	6
High complexity	GCF_031932185.1	8
High complexity	GCF_031932205.1	19
High complexity	GCF_031932575.1	54
High complexity	GCF_031949745.1	7
High complexity	GCF_031954365.1	11
High complexity	GCF_031954405.1	9
High complexity	GCF_031977455.1	9
High complexity	GCF_031979885.1	5
High complexity	GCF_031997625.1	17
High complexity	GCF_031998305.1	29
High complexity	GCF_032000805.1	32
High complexity	GCF_032002265.1	2
High complexity	GCF_032017205.1	10
High complexity	GCF_032026865.1	22
High complexity	GCF_032026905.1	21
High complexity	GCF_032026945.1	21
High complexity	GCF_032027065.1	3
High complexity	GCF_032027445.1	12
High complexity	GCF_032027705.1	7
High complexity	GCF_032052825.1	1
High complexity	GCF_032053945.1	11
High complexity	GCF_032056285.1	21
High complexity	GCF_032056845.1	3
High complexity	GCF_032057065.1	10
High complexity	GCF_032061165.1	3
High complexity	GCF_032061445.1	7
High complexity	GCF_032061605.1	14
High complexity	GCF_032067225.1	2
High complexity	GCF_032067245.1	2
High complexity	GCF_032069105.1	4
High complexity	GCF_032069505.1	9
High complexity	GCF_032070985.1	7
High complexity	GCF_032071425.1	18
High complexity	GCF_032072805.1	10
High complexity	GCF_032073445.1	2
High complexity	GCF_032074285.1	2
High complexity	GCF_032077545.1	8
High complexity	GCF_032077925.1	4
High complexity	GCF_032080045.1	1
High complexity	GCF_032081865.1	41
High complexity	GCF_032083245.1	22
High complexity	GCF_032083345.1	3
High complexity	GCF_032084525.1	4
High complexity	GCF_032085055.1	2
High complexity	GCF_032085155.1	7
High complexity	GCF_032085515.1	1
High complexity	GCF_032086675.1	2
High complexity	GCF_032087075.1	2
High complexity	GCF_032087155.1	1
High complexity	GCF_032091155.1	9
High complexity	GCF_032092735.1	27
High complexity	GCF_032092795.1	2
High complexity	GCF_032093435.1	8
High complexity	GCF_032093875.1	22
High complexity	GCF_032094315.1	16
High complexity	GCF_032094895.1	6
High complexity	GCF_032095755.1	3
High complexity	GCF_032100535.1	6
High complexity	GCF_032101385.1	4
High complexity	GCF_032101525.1	3
High complexity	GCF_032101565.1	12
High complexity	GCF_032103985.1	10
High complexity	GCF_032104135.1	1
High complexity	GCF_032104565.1	5
High complexity	GCF_032104765.1	4
High complexity	GCF_032106205.1	3
High complexity	GCF_032106545.1	10
High complexity	GCF_032107865.1	3
High complexity	GCF_032108405.1	6
High complexity	GCF_032109445.1	4
High complexity	GCF_032109785.1	6
High complexity	GCF_032110545.1	36
High complexity	GCF_032110645.1	4
High complexity	GCF_032111865.1	5
High complexity	GCF_032112085.1	2
High complexity	GCF_032112525.1	39
High complexity	GCF_032112545.1	6
High complexity	GCF_032112725.1	3
High complexity	GCF_032113295.1	8
High complexity	GCF_032114135.1	3
High complexity	GCF_032114295.1	2
High complexity	GCF_032115155.1	4
High complexity	GCF_032115215.1	3
High complexity	GCF_032115335.1	10
High complexity	GCF_032115615.1	3
High complexity	GCF_032144155.1	6
High complexity	GCF_032144195.1	2
High complexity	GCF_032145515.1	19
High complexity	GCF_032164355.1	23
High complexity	GCF_032190615.1	3
High complexity	GCF_032190635.1	2
High complexity	GCF_032191315.1	10
High complexity	GCF_032191335.1	5
High complexity	GCF_032191855.1	46
High complexity	GCF_032192075.1	37
High complexity	GCF_032193475.1	41
High complexity	GCF_032193635.1	53
High complexity	GCF_032195525.1	3
High complexity	GCF_032198945.1	32
High complexity	GCF_032199685.1	13
High complexity	GCF_032200625.1	15
High complexity	GCF_032208645.1	6
High complexity	GCF_032208805.1	9
High complexity	GCF_032209565.1	22
High complexity	GCF_032229825.1	3
High complexity	GCF_032231005.1	5
High complexity	GCF_032248715.1	5
High complexity	GCF_032248755.1	16
High complexity	GCF_032248775.1	34
High complexity	GCF_032251615.1	4
High complexity	GCF_032252015.1	3
High complexity	GCF_032252155.1	19
High complexity	GCF_032252735.1	5
High complexity	GCF_032290465.1	44
High complexity	GCF_032290525.1	6
High complexity	GCF_032291405.1	2
High complexity	GCF_032301015.1	50
High complexity	GCF_032334275.1	14
High complexity	GCF_032334595.1	2
High complexity	GCF_032335075.1	5
High complexity	GCF_032335255.1	7
High complexity	GCF_032335575.1	29
High complexity	GCF_032335595.1	8
High complexity	GCF_032335615.1	4
High complexity	GCF_032335655.1	2
High complexity	GCF_032337455.1	50
High complexity	GCF_032337475.1	6
High complexity	GCF_032352985.1	7
High complexity	GCF_032360065.1	54
High complexity	GCF_032363495.1	52
High complexity	GCF_032367515.1	2
High complexity	GCF_032369155.1	31
High complexity	GCF_032376485.1	17
High complexity	GCF_032378615.1	5
High complexity	GCF_032390415.1	7
High complexity	GCF_032401205.1	13
High complexity	GCF_032423855.1	4
High complexity	GCF_032423895.1	7
High complexity	GCF_032424095.1	5
High complexity	GCF_032452915.1	3
High complexity	GCF_032459025.1	5
High complexity	GCF_032460215.1	12
High complexity	GCF_032460255.1	6
High complexity	GCF_032460565.1	8
High complexity	GCF_032460605.1	16
High complexity	GCF_032460765.1	43
High complexity	GCF_032460805.1	51
High complexity	GCF_032460975.1	47
High complexity	GCF_032461005.1	31
High complexity	GCF_032461035.1	45
High complexity	GCF_032461435.1	3
High complexity	GCF_032463305.1	1
High complexity	GCF_032463505.1	11
High complexity	GCF_032463585.1	2
High complexity	GCF_032463605.1	1
High complexity	GCF_032463785.1	5
High complexity	GCF_032463865.1	6
High complexity	GCF_032464185.1	38
High complexity	GCF_032464605.1	7
High complexity	GCF_032465995.1	2
High complexity	GCF_032466015.1	1
High complexity	GCF_032467935.1	12
High complexity	GCF_032468335.1	7
High complexity	GCF_032469895.1	28
High complexity	GCF_032469975.1	7
High complexity	GCF_032470205.1	62
High complexity	GCF_032470315.1	16
High complexity	GCF_032472135.1	10
High complexity	GCF_032472555.1	23
High complexity	GCF_032477475.1	21
High complexity	GCF_032477495.1	7
High complexity	GCF_032480955.1	2
High complexity	GCF_032484315.1	48
High complexity	GCF_032485155.1	7
High complexity	GCF_032485395.1	6
High complexity	GCF_032486935.1	1
High complexity	GCF_032487415.1	3
High complexity	GCF_032490415.1	62
High complexity	GCF_032490535.1	4
High complexity	GCF_032490575.1	5
High complexity	GCF_900005615.1	1
High complexity	GCF_900016645.1	3
High complexity	GCF_900066015.1	3
High complexity	GCF_900070345.1	4
High complexity	GCF_900070355.1	1
High complexity	GCF_900070365.1	5
High complexity	GCF_900086985.1	3
High complexity	GCF_900088535.1	2
High complexity	GCF_900089455.2	3
High complexity	GCF_900089495.1	1
High complexity	GCF_900089595.1	6
High complexity	GCF_900089605.1	2
High complexity	GCF_900090195.1	3
High complexity	GCF_900090205.1	2
High complexity	GCF_900090235.1	5
High complexity	GCF_900090265.1	2
High complexity	GCF_900090275.1	7
High complexity	GCF_900090285.1	3
High complexity	GCF_900090295.1	6
High complexity	GCF_900090305.1	7
High complexity	GCF_900091425.1	5
High complexity	GCF_900091455.1	4
High complexity	GCF_900091505.1	4
High complexity	GCF_900091545.1	4
High complexity	GCF_900092405.1	4
High complexity	GCF_900095405.1	10
High complexity	GCF_900095415.1	2
High complexity	GCF_900099795.1	3
High complexity	GCF_900100265.1	3
High complexity	GCF_900100405.1	3
High complexity	GCF_900100555.1	11
High complexity	GCF_900100885.1	1
High complexity	GCF_900101785.1	4
High complexity	GCF_900102005.1	2
High complexity	GCF_900103365.1	4
High complexity	GCF_900103405.1	3
High complexity	GCF_900103775.1	6
High complexity	GCF_900103945.1	3
High complexity	GCF_900104315.1	2
High complexity	GCF_900104525.1	7
High complexity	GCF_900104535.1	1
High complexity	GCF_900104705.1	1
High complexity	GCF_900104745.1	12
High complexity	GCF_900104805.1	6
High complexity	GCF_900104895.1	2
High complexity	GCF_900104925.1	4
High complexity	GCF_900104935.1	11
High complexity	GCF_900104945.1	5
High complexity	GCF_900104965.1	3
High complexity	GCF_900104975.1	7
High complexity	GCF_900105005.1	4
High complexity	GCF_900105065.1	3
High complexity	GCF_900105085.1	11
High complexity	GCF_900105165.1	2
High complexity	GCF_900105175.1	8
High complexity	GCF_900105255.1	3
High complexity	GCF_900105305.1	1
High complexity	GCF_900105315.1	2
High complexity	GCF_900105375.1	5
High complexity	GCF_900105385.1	11
High complexity	GCF_900105395.1	3
High complexity	GCF_900105445.1	2
High complexity	GCF_900105595.1	2
High complexity	GCF_900105625.1	1
High complexity	GCF_900105655.1	3
High complexity	GCF_900105685.1	3
High complexity	GCF_900105785.1	1
High complexity	GCF_900105855.1	10
High complexity	GCF_900105885.1	3
High complexity	GCF_900105925.1	8
High complexity	GCF_900105995.1	3
High complexity	GCF_900106965.1	1
High complexity	GCF_900107895.1	3
High complexity	GCF_900108075.1	4
High complexity	GCF_900108255.1	1
High complexity	GCF_900108565.1	2
High complexity	GCF_900108595.1	7
High complexity	GCF_900109545.1	4
High complexity	GCF_900110095.1	3
High complexity	GCF_900111425.1	2
High complexity	GCF_900114275.1	1
High complexity	GCF_900114505.1	3
High complexity	GCF_900115325.1	5
High complexity	GCF_900119315.1	3
High complexity	GCF_900119915.1	9
High complexity	GCF_900120375.1	3
High complexity	GCF_900129425.1	4
High complexity	GCF_900129855.1	2
High complexity	GCF_900130075.1	5
High complexity	GCF_900142425.1	1
High complexity	GCF_900142895.1	4
High complexity	GCF_900143215.1	4
High complexity	GCF_900143685.1	3
High complexity	GCF_900155645.1	1
High complexity	GCF_900156295.1	5
High complexity	GCF_900156745.1	5
High complexity	GCF_900167475.1	1
High complexity	GCF_900169565.1	4
High complexity	GCF_900174485.1	1
High complexity	GCF_900176005.1	4
High complexity	GCF_900176205.1	2
High complexity	GCF_900177325.1	1
High complexity	GCF_900177405.1	2
High complexity	GCF_900177425.1	16
High complexity	GCF_900182845.1	1
High complexity	GCF_900184155.1	1
High complexity	GCF_900187405.1	2
High complexity	GCF_900188315.1	3
High complexity	GCF_900198525.1	1
High complexity	GCF_900215155.1	2
High complexity	GCF_900215475.1	3
High complexity	GCF_900215505.1	1
High complexity	GCF_900217235.1	3
High complexity	GCF_900221035.1	6
High complexity	GCF_900230215.1	2
High complexity	GCF_900231165.1	2
High complexity	GCF_900243745.1	2
High complexity	GCF_900249875.1	3
High complexity	GCF_900289045.1	4
High complexity	GCF_900289095.1	6
High complexity	GCF_900291985.1	5
High complexity	GCF_900292015.1	5
High complexity	GCF_900312975.1	4
High complexity	GCF_900343145.1	6
High complexity	GCF_900447255.1	1
High complexity	GCF_900453455.1	6
High complexity	GCF_900454575.1	4
High complexity	GCF_900461315.1	8
High complexity	GCF_900498135.1	4
High complexity	GCF_900519355.1	1
High complexity	GCF_900564155.1	1
High complexity	GCF_900604345.1	10
High complexity	GCF_900625055.1	10
High complexity	GCF_900634575.1	1
High complexity	GCF_900634615.1	1
High complexity	GCF_900636035.1	15
High complexity	GCF_900637295.1	1
High complexity	GCF_900637575.1	2
High complexity	GCF_900637735.1	7
High complexity	GCF_900637825.1	2
High complexity	GCF_900637915.1	1
High complexity	GCF_900637955.1	1
High complexity	GCF_900638345.1	1
High complexity	GCF_900639955.1	2
High complexity	GCF_900659885.1	2
High complexity	GCF_900682675.2	5
High complexity	GCF_901421975.1	1
High complexity	GCF_901538265.1	7
High complexity	GCF_901538355.1	4
High complexity	GCF_901827155.1	3
High complexity	GCF_901827165.1	3
High complexity	GCF_901827175.1	3
High complexity	GCF_901827185.1	3
High complexity	GCF_901827205.1	3
High complexity	GCF_901846895.1	5
High complexity	GCF_901905185.1	3
High complexity	GCF_902170435.1	11
High complexity	GCF_902364445.2	6
High complexity	GCF_902374455.1	2
High complexity	GCF_902374595.1	14
High complexity	GCF_902375935.1	1
High complexity	GCF_902377505.1	2
High complexity	GCF_902381775.1	3
High complexity	GCF_902386615.1	9
High complexity	GCF_902386925.1	2
High complexity	GCF_902459475.1	2
High complexity	GCF_902459485.1	3
High complexity	GCF_902459525.1	1
High complexity	GCF_902459535.1	7
High complexity	GCF_902470945.1	1
High complexity	GCF_902484335.1	4
High complexity	GCF_902705895.1	3
High complexity	GCF_902813185.1	2
High complexity	GCF_902832775.1	10
High complexity	GCF_902833085.1	12
High complexity	GCF_902833205.1	10
High complexity	GCF_902833685.1	8
High complexity	GCF_903064525.1	1
High complexity	GCF_903995135.1	4
High complexity	GCF_904066215.1	2
High complexity	GCF_904440635.1	2
High complexity	GCF_904440645.1	2
High complexity	GCF_904528075.1	1
High complexity	GCF_904820335.1	4
High complexity	GCF_904845985.1	2
High complexity	GCF_905142495.1	4
High complexity	GCF_905193965.1	5
High complexity	GCF_905336995.1	7
High complexity	GCF_905367725.1	3
High complexity	GCF_905372545.1	1
High complexity	GCF_905373745.1	4
High complexity	GCF_907164845.1	2
High complexity	GCF_910573735.1	34
High complexity	GCF_913045485.1	1
High complexity	GCF_913047685.1	1
High complexity	GCF_914271535.1	5
High complexity	GCF_916618745.1	1
High complexity	GCF_916618895.1	2
High complexity	GCF_916618955.1	6
High complexity	GCF_918378365.1	2
High complexity	GCF_918429175.1	15
High complexity	GCF_918731615.1	1
High complexity	GCF_918797525.1	29
High complexity	GCF_919654025.1	5
High complexity	GCF_923868895.1	4
High complexity	GCF_927797765.1	5
High complexity	GCF_928381455.1	10
High complexity	GCF_928721515.1	3
High complexity	GCF_932126575.1	1
High complexity	GCF_933509905.1	4
High complexity	GCF_937123715.1	1
High complexity	GCF_937138385.1	2
High complexity	GCF_937425535.1	4
High complexity	GCF_937863425.1	4
High complexity	GCF_937872045.1	4
High complexity	GCF_937872495.1	1
High complexity	GCF_937891345.1	3
High complexity	GCF_937906965.1	2
High complexity	GCF_937914915.1	1
High complexity	GCF_937925325.1	1
High complexity	GCF_937926375.1	3
High complexity	GCF_937957785.1	3
High complexity	GCF_937975695.1	1
High complexity	GCF_938041125.1	3
High complexity	GCF_938044075.1	3
High complexity	GCF_938044795.1	6
High complexity	GCF_942548115.1	2
High complexity	GCF_943736995.1	9
High complexity	GCF_943908535.1	2
High complexity	GCF_943912625.1	2
High complexity	GCF_943912895.1	3
High complexity	GCF_943913535.1	3
High complexity	GCF_943913665.1	2
High complexity	GCF_944320325.1	2
High complexity	GCF_944393645.1	4
High complexity	GCF_945830805.1	3
High complexity	GCF_945929885.1	4
High complexity	GCF_946151075.1	7
High complexity	GCF_946222465.1	1
High complexity	GCF_946226905.1	18
High complexity	GCF_946226995.1	16
High complexity	GCF_946228175.1	17
High complexity	GCF_946229005.1	17
High complexity	GCF_946409155.1	9
High complexity	GCF_946477055.1	9
High complexity	GCF_946477385.1	12
High complexity	GCF_946900835.1	2
High complexity	GCF_947072025.1	29
High complexity	GCF_947090715.1	3
High complexity	GCF_947090775.1	1
High complexity	GCF_947169465.1	3
High complexity	GCF_947241125.1	4
High complexity	GCF_947254445.1	2
High complexity	GCF_947366915.1	4
High complexity	GCF_947486845.1	11
High complexity	GCF_947493315.1	2
High complexity	GCF_947493785.1	1
High complexity	GCF_947494135.1	3
High complexity	GCF_947494945.1	5
High complexity	GCF_947495155.1	7
High complexity	GCF_947495805.1	2
High complexity	GCF_947625035.1	3
High complexity	GCF_947855695.1	2
High complexity	GCF_948107705.1	3
High complexity	GCF_948472415.1	1
High complexity	GCF_948646295.1	6
High complexity	GCF_948742315.1	3
High complexity	GCF_948800305.1	6
High complexity	GCF_949769255.1	2
High complexity	GCF_949769275.1	4
High complexity	GCF_949837185.1	5
High complexity	GCF_950059515.1	4
High complexity	GCF_950074805.1	4
