<<<<<<< HEAD
name	taxid	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	percent_total_reads	accn
Mesorhizobium sp. B2-1-1	2589974	S	7216	816	8032	1.20E-04	1.20E-02	GCF_006442975.2
Mesorhizobium sp. AR10	2865839	S	6693	1061	7754	1.20E-04	1.20E-02	GCF_024746795.1
Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1	2493680	S	6411	1370	7781	1.20E-04	1.20E-02	GCF_003952605.1
Mesorhizobium sp. 113-1-2	2744515	S	5435	2487	7922	1.20E-04	1.20E-02	GCF_016756475.1
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1	2493671	S	5376	2284	7660	1.20E-04	1.20E-02	GCF_003952445.1
Mesorhizobium sp. L-2-11	2744521	S	4924	2777	7701	1.20E-04	1.20E-02	GCF_016756595.1
Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1	2493674	S	2786	5027	7813	1.20E-04	1.20E-02	GCF_003952425.1
Mesorhizobium amorphae	71433	S	6475	1124	7599	1.20E-04	1.20E-02	GCF_030160535.1
Mesorhizobium jarvisii	1777867	S	500	7039	7539	1.20E-04	1.20E-02	GCF_022487465.1
Hyphomicrobium nitrativorans	1427356	S	6998	571	7569	1.20E-04	1.20E-02	GCF_000503895.1
Terrihabitans soli	708113	S	7471	578	8049	1.20E-04	1.20E-02	GCF_014191545.1
Methylocystis iwaonis	2885079	S	6338	1170	7508	1.20E-04	1.20E-02	GCF_027925385.1
Aureimonas mangrovi	2758041	S	6830	1056	7886	1.20E-04	1.20E-02	GCF_014058705.1
Lichenihabitans psoromatis	2528642	S	4741	2744	7485	1.20E-04	1.20E-02	GCF_004327155.1
Sphingomonas sp. SUN019	2937788	S	7686	290	7976	1.20E-04	1.20E-02	GCF_024758705.1
Sphingomonas sp. S6-11	2991075	S	7219	369	7588	1.20E-04	1.20E-02	GCF_026167525.1
Sphingomonas sp. S2-65	2903960	S	7206	609	7815	1.20E-04	1.20E-02	GCF_021513175.1
Sphingomonas sp. ZFBP2030	2972485	S	7151	440	7591	1.20E-04	1.20E-02	GCF_025231525.1
Sphingomonas sp. PAMC26645	2565555	S	6639	1182	7821	1.20E-04	1.20E-02	GCF_004795835.1
Sphingomonas sp. HMP9	1517554	S	6337	1648	7985	1.20E-04	1.20E-02	GCF_013374115.1
Sphingomonas sp. IC081	304378	S	1460	6106	7566	1.20E-04	1.20E-02	GCF_006874585.1
Sphingomonas aerolata	185951	S	6759	1323	8082	1.20E-04	1.20E-02	GCF_023935825.1
Sphingomonas insulae	424800	S	6299	1492	7791	1.20E-04	1.20E-02	GCF_011762035.1
Sphingobium xenophagum	121428	S	3787	3709	7496	1.20E-04	1.20E-02	GCF_031457465.1
Sphingopyxis lindanitolerans	2054227	S	5153	2533	7686	1.20E-04	1.20E-02	GCF_002993885.1
Novosphingobium kaempferiae	2896849	S	7378	412	7790	1.20E-04	1.20E-02	GCF_021227995.1
Sphingomicrobium aestuariivivum	1582356	S	7532	440	7972	1.20E-04	1.20E-02	GCF_024721585.1
Komagataeibacter xylinus	28448	S	3898	4008	7906	1.20E-04	1.20E-02	GCF_031081985.1
Acidocella sp. MX-AZ03	2697363	S	7789	291	8080	1.20E-04	1.20E-02	GCF_027626035.1
Granulibacter bethesdensis	364410	S	7519	474	7993	1.20E-04	1.20E-02	GCF_000576085.2
Azospirillum humicireducens	1226968	S	5811	2228	8039	1.20E-04	1.20E-02	GCF_001639105.2
Paracoccus sanguinis	1545044	S	6181	1794	7975	1.20E-04	1.20E-02	GCF_012689545.1
Paracoccus denitrificans	266	S	4608	3169	7777	1.20E-04	1.20E-02	GCF_025598485.1
Paracoccus alcaliphilus	34002	S	3214	4666	7880	1.20E-04	1.20E-02	GCF_028553725.1
Cereibacter azotoformans	43057	S	6730	977	7707	1.20E-04	1.20E-02	GCF_022227035.1
Rhodovulum sulfidophilum	35806	S	5487	2188	7675	1.20E-04	1.20E-02	GCF_025961485.1
Frigidibacter mobilis	1335048	S	4773	3237	8010	1.20E-04	1.20E-02	GCF_001620265.1
Roseovarius indicus	540747	S	5634	1946	7580	1.20E-04	1.20E-02	GCF_008728195.1
Jannaschia sp. W003	2867012	S	7376	416	7792	1.20E-04	1.20E-02	GCF_025144335.1
Brevundimonas sp.	1871086	S	6661	963	7624	1.20E-04	1.20E-02	GCF_032107865.1
Brevundimonas subvibrioides	74313	S	6949	754	7703	1.20E-04	1.20E-02	GCF_027271155.1
Burkholderia mayonis	1385591	S	7117	624	7741	1.20E-04	1.20E-02	GCF_001523745.2
Paraburkholderia megapolitana	420953	S	7476	360	7836	1.20E-04	1.20E-02	GCF_030930845.1
Cupriavidus sp. WKF15	3032282	S	7150	682	7832	1.20E-04	1.20E-02	GCF_029278605.1
Caballeronia sp. TF1N1	2878153	S	7034	431	7465	1.20E-04	1.20E-02	GCF_022878925.1
Pandoraea thiooxydans	445709	S	7223	287	7510	1.20E-04	1.20E-02	GCF_001931675.1
Variovorax sp. PAMC26660	2762322	S	6769	929	7698	1.20E-04	1.20E-02	GCF_014302995.1
Acidovorax sp. GBBC 712	2940491	S	13	7445	7458	1.20E-04	1.20E-02	GCF_028473465.1
Acidovorax carolinensis	553814	S	4090	3599	7689	1.20E-04	1.20E-02	GCF_002157185.1
Massilia sp. PAMC28688	2861283	S	6985	865	7850	1.20E-04	1.20E-02	GCF_019443445.1
Massilia antarctica	2765360	S	6630	1395	8025	1.20E-04	1.20E-02	GCF_021342015.1
Duganella dendranthematis	2728021	S	6968	783	7751	1.20E-04	1.20E-02	GCF_012849375.1
Janthinobacterium sp. J1-1	3065910	S	5625	2324	7949	1.20E-04	1.20E-02	GCF_030944405.1
Herbaspirillum sp. WKF16	3028312	S	6113	1353	7466	1.20E-04	1.20E-02	GCF_028993615.1
Herbaspirillum robiniae	2014887	S	6435	1428	7863	1.20E-04	1.20E-02	GCF_013359655.1
Achromobacter pestifer	1353889	S	4623	3154	7777	1.20E-04	1.20E-02	GCF_013267355.1
Bordetella sp. N	1746199	S	7580	483	8063	1.20E-04	1.20E-02	GCF_001433395.1
Bordetella flabilis	463014	S	7670	384	8054	1.20E-04	1.20E-02	GCF_001676725.1
Methylibium sp. Pch-M	2082386	S	4697	2942	7639	1.20E-04	1.20E-02	GCF_004136295.1
Tepidimonas taiwanensis	307486	S	5427	2197	7624	1.20E-04	1.20E-02	GCF_020162115.1
Nitrogeniibacter mangrovi	2016596	S	6878	620	7498	1.20E-04	1.20E-02	GCF_010983895.1
Dechloromonas denitrificans	281362	S	6622	1179	7801	1.20E-04	1.20E-02	GCF_020510685.1
Crenobacter cavernae	2290923	S	6622	960	7582	1.20E-04	1.20E-02	GCF_004134915.1
Stenotrophomonas sp. As-14	3051118	S	1	7859	7860	1.20E-04	1.20E-02	GCF_030291035.1
Pseudoxanthomonas winnipegensis	2480810	S	4591	3109	7700	1.20E-04	1.20E-02	GCF_030818855.1
Dyella terrae	522259	S	7112	461	7573	1.20E-04	1.20E-02	GCF_022394535.1
Tahibacter amnicola	2976241	S	7467	99	7566	1.20E-04	1.20E-02	GCF_025398735.1
Azotobacter chroococcum	353	S	5947	1492	7439	1.20E-04	1.20E-02	GCF_016406165.1
Thioalkalivibrio sulfidiphilus	1033854	S	4873	2778	7651	1.20E-04	1.20E-02	GCF_000377945.1
Sulfurivermis fontis	1972068	S	4275	3212	7487	1.20E-04	1.20E-02	GCF_004001245.1
Steroidobacter denitrificans	465721	S	6465	1575	8040	1.20E-04	1.20E-02	GCF_001579945.1
Lacunisphaera limnophila	1838286	S	7403	615	8018	1.20E-04	1.20E-02	GCF_001746835.1
Streptomyces sp. 3211	1964449	S	5294	3254	8548	1.30E-04	1.30E-02	GCF_002028385.1
Streptomyces sp. S8	1837283	S	5223	3356	8579	1.30E-04	1.30E-02	GCF_002094995.1
Streptomyces sp. PBH53	1577075	S	5060	3354	8414	1.30E-04	1.30E-02	GCF_001040905.1
Streptomyces sp. HNA39	2850561	S	4480	3626	8106	1.30E-04	1.30E-02	GCF_023277965.1
Streptomyces sp. NEAU-S7GS2	2202000	S	2897	5326	8223	1.30E-04	1.30E-02	GCF_003173275.1
Streptomyces sp. CB09030	2913412	S	1380	7005	8385	1.30E-04	1.30E-02	GCF_022827705.1
Streptomyces sp. WAC00288	2094021	S	1262	7079	8341	1.30E-04	1.30E-02	GCF_002943895.1
Streptomyces sp. RLB3-17	2594455	S	1119	7440	8559	1.30E-04	1.30E-02	GCF_007113425.2
Streptomyces sp. GF20	2692235	S	1089	7418	8507	1.30E-04	1.30E-02	GCF_009834105.1
Streptomyces sp. R527F	1664033	S	1056	7666	8722	1.30E-04	1.30E-02	GCF_021491675.1
Streptomyces lydicamycinicus	1546107	S	5427	2951	8378	1.30E-04	1.30E-02	GCF_023702105.1
Streptomyces platensis	58346	S	4954	3528	8482	1.30E-04	1.30E-02	GCF_026340175.1
Streptomyces sampsonii	42239	S	755	7483	8238	1.30E-04	1.30E-02	GCF_001865315.1
Streptomyces vinaceusdrappus	67376	S	1119	7515	8634	1.30E-04	1.30E-02	GCF_025398775.1
Streptomyces albireticuli	1940	S	1420	6969	8389	1.30E-04	1.30E-02	GCF_021228305.1
Mycobacterium spongiae	886343	S	8574	107	8681	1.30E-04	1.30E-02	GCF_018278905.1
Mycolicibacter sp. MYC098	2872309	S	7724	714	8438	1.30E-04	1.30E-02	GCF_020181615.1
Corynebacterium doosanense	1121358	S	3438	4739	8177	1.30E-04	1.30E-02	GCF_000767055.1
Gordonia sp. KTR9	337191	S	7098	1079	8177	1.30E-04	1.30E-02	GCF_000143885.2
Gordonia hongkongensis	1701090	S	1659	6651	8310	1.30E-04	1.30E-02	GCF_029639525.1
Dietzia sp. B32	2915130	S	6211	2483	8694	1.30E-04	1.30E-02	GCF_024732245.1
Dietzia lutea	546160	S	6177	2150	8327	1.30E-04	1.30E-02	GCF_009806405.1
Microbacterium sp. zg-B96	3049069	S	7169	952	8121	1.30E-04	1.30E-02	GCF_030246865.1
Microbacterium pygmaeum	370764	S	7860	568	8428	1.30E-04	1.30E-02	GCF_900100885.1
Microbacterium oryzae	743009	S	7346	1369	8715	1.30E-04	1.30E-02	GCF_030406385.1
Microbacterium aurum	36805	S	6525	2188	8713	1.30E-04	1.30E-02	GCF_963535825.1
Curtobacterium sp. 9128	1793722	S	7127	1498	8625	1.30E-04	1.30E-02	GCF_007673775.1
Curtobacterium sp. MCPF17_002	2175645	S	6808	1491	8299	1.30E-04	1.30E-02	GCF_003234115.2
Curtobacterium sp. L6-1	2841594	S	6616	1923	8539	1.30E-04	1.30E-02	GCF_018885305.1
Curtobacterium sp. MCLR17_036	2175620	S	6375	1965	8340	1.30E-04	1.30E-02	GCF_003234445.2
Curtobacterium sp. Csp1	2495429	S	274	7828	8102	1.30E-04	1.30E-02	GCF_013347185.1
Agromyces badenianii	2080742	S	6893	1558	8451	1.30E-04	1.30E-02	GCF_003113355.1
Leucobacter rhizosphaerae	2932245	S	7150	991	8141	1.30E-04	1.30E-02	GCF_022919175.1
Microcella sp. MMS21-STM10	2963406	S	7197	1027	8224	1.30E-04	1.30E-02	GCF_024362325.1
Salinibacterium sp. ZJ450	2708338	S	7964	731	8695	1.30E-04	1.30E-02	GCF_011751885.2
Arthrobacter sp. NicSoilB8	2830998	S	6761	1786	8547	1.30E-04	1.30E-02	GCF_019977355.1
Arthrobacter antioxidans	2895818	S	7143	1455	8598	1.30E-04	1.30E-02	GCF_023100725.1
Micrococcus lylae	1273	S	6045	2423	8468	1.30E-04	1.30E-02	GCF_002871575.2
Janibacter sp. YB324	2761047	S	2422	6058	8480	1.30E-04	1.30E-02	GCF_014217915.1
Janibacter cremeus	1285192	S	6061	2258	8319	1.30E-04	1.30E-02	GCF_029395675.1
Brachybacterium sp. NBEC-018	2996004	S	4782	3694	8476	1.30E-04	1.30E-02	GCF_024860185.1
Dermacoccus sp. PAMC28757	2762331	S	6259	2470	8729	1.30E-04	1.30E-02	GCF_014302635.1
Solwaraspora sp. WMMA2059	3015160	S	57	8517	8574	1.30E-04	1.30E-02	GCF_027497315.1
Nocardioides yefusunii	2500546	S	6279	2397	8676	1.30E-04	1.30E-02	GCF_004023645.1
Tessaracoccus timonensis	2161816	S	3754	4749	8503	1.30E-04	1.30E-02	GCF_900343145.1
Propionibacterium acidifaciens	556499	S	7070	1021	8091	1.30E-04	1.30E-02	GCF_963549915.1
Schaalia odontolytica	1660	S	6498	1963	8461	1.30E-04	1.30E-02	GCF_963550835.1
Bradyrhizobium sp. TM102	2599819	S	2345	6040	8385	1.30E-04	1.30E-02	GCF_009176685.1
Bradyrhizobium sp. WBOS07	2171499	S	14	8410	8424	1.30E-04	1.30E-02	GCF_024585165.1
Rhizobium etli	29449	S	7191	1117	8308	1.30E-04	1.30E-02	GCF_014198755.1
Ensifer canadensis	555315	S	6456	1986	8442	1.30E-04	1.30E-02	GCF_017488845.2
Mesorhizobium sp. INR15	2654248	S	7802	585	8387	1.30E-04	1.30E-02	GCF_015500075.1
Mesorhizobium sp. Pch-S	2082387	S	7432	674	8106	1.30E-04	1.30E-02	GCF_004136315.1
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1	2493676	S	7140	1588	8728	1.30E-04	1.30E-02	GCF_003952525.1
Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1	2493675	S	6397	1731	8128	1.30E-04	1.30E-02	GCF_003952505.1
Aminobacter sp. NyZ550	2979870	S	1181	7444	8625	1.30E-04	1.30E-02	GCF_025628925.2
Roseitalea porphyridii	1852022	S	7833	573	8406	1.30E-04	1.30E-02	GCF_004331955.1
Hyphomicrobium sp. MC1	717785	S	7804	431	8235	1.30E-04	1.30E-02	GCF_000253295.1
Devosia sp.	1871048	S	7674	666	8340	1.30E-04	1.30E-02	GCF_030689745.1
Devosia sp. YIM 151766	3017325	S	4347	4012	8359	1.30E-04	1.30E-02	GCF_030285925.1
Methylocystis sp. MJC1	2654282	S	6878	1369	8247	1.30E-04	1.30E-02	GCF_026427715.1
Aureimonas populi	1701758	S	7369	1045	8414	1.30E-04	1.30E-02	GCF_017815515.1
Roseibium aggregatum	187304	S	3352	5023	8375	1.30E-04	1.30E-02	GCF_030384605.1
Acuticoccus sp. MNP-M23	3072793	S	7621	667	8288	1.30E-04	1.30E-02	GCF_031195445.1
Sphingomonas sp. LM7	1938607	S	7763	850	8613	1.30E-04	1.30E-02	GCF_002002925.1
Sphingomonas sp. J315	2898433	S	5978	2512	8490	1.30E-04	1.30E-02	GCF_024666595.1
Sphingomonas sp. LK11	1390395	S	4188	3916	8104	1.30E-04	1.30E-02	GCF_001971605.1
Sphingomonas alpina	653931	S	7802	583	8385	1.30E-04	1.30E-02	GCF_025370095.1
Sphingomonas changnyeongensis	2698679	S	7672	565	8237	1.30E-04	1.30E-02	GCF_009913435.1
Sphingopyxis sp. 113P3	292913	S	5268	3427	8695	1.30E-04	1.30E-02	GCF_001278035.1
Novosphingobium decolorationis	2698673	S	5081	3415	8496	1.30E-04	1.30E-02	GCF_018417475.1
Erythrobacter litoralis	39960	S	6276	2099	8375	1.30E-04	1.30E-02	GCF_029760855.1
Roseomonas sp. FDAARGOS_362	2018065	S	258	8195	8453	1.30E-04	1.30E-02	GCF_002754815.1
Magnetospirillum sp. XM-1	1663591	S	6048	2341	8389	1.30E-04	1.30E-02	GCF_001511835.1
Magnetospirillum sp. ME-1	1639348	S	5749	2603	8352	1.30E-04	1.30E-02	GCF_002105535.1
Magnetospirillum magneticum	84159	S	6552	1695	8247	1.30E-04	1.30E-02	GCF_000009985.1
Rhodospirillum rubrum	1085	S	7445	1001	8446	1.30E-04	1.30E-02	GCF_032087155.1
Rhodobacter capsulatus	1061	S	7477	773	8250	1.30E-04	1.30E-02	GCF_031630755.1
Burkholderia sp. PAMC 26561	1795043	S	5490	3160	8650	1.30E-04	1.30E-02	GCF_001557535.2
Paraburkholderia sp. PGU16	2735433	S	6124	2229	8353	1.30E-04	1.30E-02	GCF_013426895.1
Paraburkholderia caffeinilytica	1761016	S	7041	1177	8218	1.30E-04	1.30E-02	GCF_014640695.1
Variovorax sp. PAMC 28711	1795631	S	8054	509	8563	1.30E-04	1.30E-02	GCF_001577265.1
Massilia oculi	945844	S	6001	2591	8592	1.30E-04	1.30E-02	GCF_032074285.1
Pseudoduganella chitinolytica	34070	S	6636	1983	8619	1.30E-04	1.30E-02	GCF_029028125.1
Janthinobacterium agaricidamnosum	55508	S	6427	2219	8646	1.30E-04	1.30E-02	GCF_003667705.1
Noviherbaspirillum sp. UKPF54	2601898	S	8022	613	8635	1.30E-04	1.30E-02	GCF_007874125.1
Achromobacter insolitus	217204	S	6779	1323	8102	1.30E-04	1.30E-02	GCF_032077545.1
Bordetella sp. H567	1697043	S	7971	549	8520	1.30E-04	1.30E-02	GCF_001704295.1
Sulfuricystis thermophila	2496847	S	4403	4118	8521	1.30E-04	1.30E-02	GCF_004323595.1
Sulfuritortus calidifontis	1914471	S	5116	3181	8297	1.30E-04	1.30E-02	GCF_004346085.1
Aromatoleum petrolei	76116	S	6735	1589	8324	1.30E-04	1.30E-02	GCF_017894385.1
Lysobacter antibioticus	84531	S	8233	289	8522	1.30E-04	1.30E-02	GCF_001442745.1
Pseudomonas psychrotolerans	237610	S	6843	1545	8388	1.30E-04	1.30E-02	GCF_031455555.1
Klebsiella quasipneumoniae	1463165	S	2721	5593	8314	1.30E-04	1.30E-02	GCF_032460805.1
Immundisolibacter cernigliae	1810504	S	7076	1341	8417	1.30E-04	1.30E-02	GCF_001697225.1
Anatilimnocola aggregata	2528021	S	7365	753	8118	1.30E-04	1.30E-02	GCF_007747655.1
Verrucomicrobium sp. GAS474	1882831	S	7426	1082	8508	1.30E-04	1.30E-02	GCF_900105685.1
Myxococcus hansupus	1297742	S	7413	1299	8712	1.30E-04	1.30E-02	GCF_000280925.3
Persicimonas caeni	2292766	S	8637	54	8691	1.30E-04	1.30E-02	GCF_007993775.1
Streptomyces sp. NA02536	2742133	S	2355	6870	9225	1.40E-04	1.40E-02	GCF_013364175.1
Streptomyces sp. 769	1262452	S	2276	6967	9243	1.40E-04	1.40E-02	GCF_000816025.1
Streptomyces sp. 2P-4	2931974	S	1368	7409	8777	1.40E-04	1.40E-02	GCF_030167965.1
Streptomyces sp. A144	2871487	S	1070	7793	8863	1.40E-04	1.40E-02	GCF_020034615.1
Streptomyces malaysiensis	92644	S	2050	7320	9370	1.40E-04	1.40E-02	GCF_011800555.1
Streptomyces globosus	68209	S	1402	7529	8931	1.40E-04	1.40E-02	GCF_003325375.1
Mycobacterium basiliense	2094119	S	9211	126	9337	1.40E-04	1.40E-02	GCF_900292015.1
Mycolicibacter hiberniae	29314	S	7968	917	8885	1.40E-04	1.40E-02	GCF_025821605.1
Rhodococcus sp. ABRD24	2507582	S	7492	1323	8815	1.40E-04	1.40E-02	GCF_004328705.1
Rhodococcus jostii	132919	S	7532	1830	9362	1.40E-04	1.40E-02	GCF_900105375.1
Corynebacterium sphenisci	191493	S	7807	1516	9323	1.40E-04	1.40E-02	GCF_030537705.1
Corynebacterium variabile	1727	S	3651	5116	8767	1.40E-04	1.40E-02	GCF_963540845.1
Gordonia jinghuaiqii	2758710	S	8226	1116	9342	1.40E-04	1.40E-02	GCF_024701555.1
Gordonia pseudamarae	2831662	S	8026	975	9001	1.40E-04	1.40E-02	GCF_025273675.1
Dietzia sp. oral taxon 368	712270	S	4827	4074	8901	1.40E-04	1.40E-02	GCF_002999155.1
Microbacterium sp. zg-B185	3049070	S	8361	913	9274	1.40E-04	1.40E-02	GCF_030246885.1
Microbacterium sp. KUDC0406	2909588	S	7769	1185	8954	1.40E-04	1.40E-02	GCF_021582875.1
Microbacterium sp. SSW1-51	2851650	S	7588	1659	9247	1.40E-04	1.40E-02	GCF_023101165.1
Microbacterium sp. YJN-G	2763257	S	6895	1916	8811	1.40E-04	1.40E-02	GCF_015040615.1
Microbacterium sp. Y-01	2048898	S	5961	2910	8871	1.40E-04	1.40E-02	GCF_003856715.1
Microbacterium sp. EF45047	2809708	S	453	8713	9166	1.40E-04	1.40E-02	GCF_028472845.1
Microbacterium caowuchunii	2614638	S	8087	1274	9361	1.40E-04	1.40E-02	GCF_008727755.1
Microbacterium luteolum	69367	S	7726	1087	8813	1.40E-04	1.40E-02	GCF_028751685.1
Curtobacterium sp. BH-2-1-1	1905847	S	7465	1827	9292	1.40E-04	1.40E-02	GCF_007672875.1
Curtobacterium sp. 458	3050069	S	7105	1850	8955	1.40E-04	1.40E-02	GCF_030406605.1
Leifsonia xyli	1575	S	8649	628	9277	1.40E-04	1.40E-02	GCF_001647635.1
Rathayibacter sp. VKM Ac-2759	2609252	S	2309	6642	8951	1.40E-04	1.40E-02	GCF_009834225.1
Herbiconiux sp. L3-i23	2905871	S	7782	1321	9103	1.40E-04	1.40E-02	GCF_023734115.1
Paraoerskovia marina	545619	S	7257	2064	9321	1.40E-04	1.40E-02	GCF_900105445.1
Brachybacterium ginsengisoli	1331682	S	7584	1380	8964	1.40E-04	1.40E-02	GCF_002407065.1
Brachybacterium faecium	43669	S	7541	1321	8862	1.40E-04	1.40E-02	GCF_020743535.1
Brachybacterium halotolerans	2795215	S	5359	3987	9346	1.40E-04	1.40E-02	GCF_016623465.1
Saccharomonospora viridis	1852	S	7889	934	8823	1.40E-04	1.40E-02	GCF_029263835.1
Actinomyces oris	544580	S	2548	6533	9081	1.40E-04	1.40E-02	GCF_963553665.1
Bifidobacterium longum	216816	S	3287	5464	8751	1.40E-04	1.40E-02	GCF_032463605.1
Bifidobacterium animalis	28025	S	843	7974	8817	1.40E-04	1.40E-02	GCF_030511705.1
Tepidiforma flava	3004094	S	8137	872	9009	1.40E-04	1.40E-02	GCF_027594505.1
Agrobacterium fabacearum	1183401	S	2782	6101	8883	1.40E-04	1.40E-02	GCF_032104135.1
Mesorhizobium sp. B1-1-8	2589976	S	8196	763	8959	1.40E-04	1.40E-02	GCF_006442795.2
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	2493673	S	7414	1762	9176	1.40E-04	1.40E-02	GCF_003952465.1
Mesorhizobium sp. 131-2-5	2744519	S	608	8265	8873	1.40E-04	1.40E-02	GCF_016756555.1
Methylorubrum sp. B1-46	2897334	S	6486	2332	8818	1.40E-04	1.40E-02	GCF_021117295.1
Methyloceanibacter caenitepidi	1384459	S	7777	1419	9196	1.40E-04	1.40E-02	GCF_000828475.1
Methyloceanibacter sp. wino2	2170729	S	7550	1491	9041	1.40E-04	1.40E-02	GCF_003071365.1
Aureimonas sp. AU20	1349819	S	8374	770	9144	1.40E-04	1.40E-02	GCF_001463725.1
Martelella sp. AD-3	686597	S	2731	6076	8807	1.40E-04	1.40E-02	GCF_001578105.1
Methylovirgula sp. HY1	2822761	S	8624	385	9009	1.40E-04	1.40E-02	GCF_019343105.1
Sphingomonas sp. So64.6b	2997354	S	8374	579	8953	1.40E-04	1.40E-02	GCF_014171475.1
Sphingomonas psychrotolerans	1327635	S	8470	600	9070	1.40E-04	1.40E-02	GCF_032334595.1
Sphingobium sp. SYK-6	627192	S	6664	2119	8783	1.40E-04	1.40E-02	GCF_000283515.1
Croceicoccus marinus	450378	S	6305	2557	8862	1.40E-04	1.40E-02	GCF_014211955.1
Azospirillum lipoferum	193	S	5982	3372	9354	1.40E-04	1.40E-02	GCF_024170005.1
Magnetospirillum gryphiswaldense	55518	S	8428	389	8817	1.40E-04	1.40E-02	GCF_002995535.1
Rhodobacter sp. LPB0142	1850250	S	4383	4496	8879	1.40E-04	1.40E-02	GCF_001856665.1
Pikeienuella piscinae	2748098	S	6909	2437	9346	1.40E-04	1.40E-02	GCF_011044155.1
Brevundimonas diminuta	293	S	3064	5994	9058	1.40E-04	1.40E-02	GCF_963523625.1
Burkholderia plantarii	41899	S	7868	1131	8999	1.40E-04	1.40E-02	GCF_030644525.1
Paraburkholderia sp. SOS3	1926494	S	8679	554	9233	1.40E-04	1.40E-02	GCF_001922345.1
Paraburkholderia sabiae	273251	S	8175	1118	9293	1.40E-04	1.40E-02	GCF_030412785.1
Paraburkholderia bryophila	420952	S	7789	1228	9017	1.40E-04	1.40E-02	GCF_028473685.1
Paraburkholderia phymatum	148447	S	7405	1921	9326	1.40E-04	1.40E-02	GCF_000020045.1
Paraburkholderia phenoliruptrix	252970	S	7300	1844	9144	1.40E-04	1.40E-02	GCF_031454805.1
Cupriavidus sp. USMAA2-4	876364	S	1009	7841	8850	1.40E-04	1.40E-02	GCF_001854305.1
Cupriavidus nantongensis	1796606	S	2518	6447	8965	1.40E-04	1.40E-02	GCF_026226235.1
Caballeronia sp. Lep1P3	2878150	S	7699	1125	8824	1.40E-04	1.40E-02	GCF_022879595.1
Caballeronia insecticola	758793	S	8280	940	9220	1.40E-04	1.40E-02	GCF_000402035.1
Hydrogenophaga sp. PBL-H3	434010	S	4664	4514	9178	1.40E-04	1.40E-02	GCF_010104355.1
Rhodoferax sediminis	2509614	S	8835	368	9203	1.40E-04	1.40E-02	GCF_006970865.1
Delftia lacustris	558537	S	1126	7817	8943	1.40E-04	1.40E-02	GCF_031455795.1
Diaphorobacter sp. HDW4A	2714924	S	4125	5172	9297	1.40E-04	1.40E-02	GCF_011305995.1
Kinneretia sp. XES5	2877940	S	4075	5218	9293	1.40E-04	1.40E-02	GCF_020535545.1
Pseudoduganella umbonata	864828	S	7379	1841	9220	1.40E-04	1.40E-02	GCF_014192225.1
Pseudoduganella lutea	321985	S	7341	1426	8767	1.40E-04	1.40E-02	GCF_004209755.1
Pseudoduganella armeniaca	2072590	S	6086	2784	8870	1.40E-04	1.40E-02	GCF_003028855.1
Collimonas fungivorans	158899	S	8190	991	9181	1.40E-04	1.40E-02	GCF_028292705.1
Bordetella genomosp. 8	1416806	S	8774	569	9343	1.40E-04	1.40E-02	GCF_002119685.1
Bordetella genomosp. 9	1416803	S	7179	2093	9272	1.40E-04	1.40E-02	GCF_002261425.1
Bordetella parapertussis	519	S	454	8668	9122	1.40E-04	1.40E-02	GCF_004323615.2
Schlegelella aquatica	376175	S	7030	2240	9270	1.40E-04	1.40E-02	GCF_026013905.1
Thiobacillus denitrificans	36861	S	7286	1492	8778	1.40E-04	1.40E-02	GCF_001530125.1
Azoarcus sp. CIB	198107	S	6802	2370	9172	1.40E-04	1.40E-02	GCF_001190925.1
Aromatoleum bremense	76115	S	6098	2908	9006	1.40E-04	1.40E-02	GCF_017894365.1
Ferribacterium limneticum	76259	S	8094	949	9043	1.40E-04	1.40E-02	GCF_020510625.1
Luteibacter aegosomatis	2911537	S	7817	1192	9009	1.40E-04	1.40E-02	GCF_023078455.1
Pseudomonas alcaligenes	43263	S	5301	3850	9151	1.40E-04	1.40E-02	GCF_029838335.1
Pseudomonas monteilii	76759	S	545	8681	9226	1.40E-04	1.40E-02	GCF_031979885.1
Stutzerimonas balearica	74829	S	4144	5072	9216	1.40E-04	1.40E-02	GCF_032094895.1
Spiribacter halobius	2182432	S	9032	164	9196	1.40E-04	1.40E-02	GCF_020883455.1
Candidatus Thiodictyon syntrophicum	1166950	S	8638	287	8925	1.40E-04	1.40E-02	GCF_002813775.1
Caulifigura coniformis	2527983	S	8947	28	8975	1.40E-04	1.40E-02	GCF_007745175.1
Phycisphaera mikurensis	547188	S	8990	378	9368	1.40E-04	1.40E-02	GCF_014207395.1
Fontisphaera persica	2974023	S	8863	20	8883	1.40E-04	1.40E-02	GCF_024832785.1
Rhodocaloribacter litoris	2558931	S	7959	952	8911	1.40E-04	1.40E-02	GCF_011682235.2
Streptomyces sp. XC 2026	2782004	S	5533	4065	9598	1.50E-04	1.50E-02	GCF_016605905.1
Streptomyces sp. S1D4-20	2594462	S	532	9211	9743	1.50E-04	1.50E-02	GCF_007113585.2
